benchmark	vcnf_status	vcnf_time	vampire_status	vampire_time	cvc4_status	cvc4_time	z3_status	z3_time
UF_grasshopper_uninstantiated_rec_reverse_acc_check_heap_access_17_4.smt2	Unsatisfiable	0.0350	Unsatisfiable	0.0389189	unsat	0.0242	0.0242	unsat	0.040582
UF_grasshopper_uninstantiated_rec_reverse_acc_check_heap_access_18_4.smt2	Unsatisfiable	0.0345	Unsatisfiable	0.056884	unsat	0.0250	0.0250	unsat	0.0415169
UF_grasshopper_uninstantiated_rec_reverse_acc_postcondition_of_rec_reverse_acc_14_4.smt2	Unsatisfiable	0.6556	Unsatisfiable	0.652383	unsat	0.0293	0.0293	unsat	0.043057
UF_grasshopper_uninstantiated_rec_reverse_acc_postcondition_of_rec_reverse_acc_19_4.smt2	Unsatisfiable	0.0256	Unsatisfiable	0.029174	unsat	6.2421	6.2421	unsat	9.59261
UF_grasshopper_uninstantiated_rec_reverse_acc_postcondition_of_rec_reverse_acc_20_3.smt2	Unsatisfiable	0.0201	Unsatisfiable	0.0170309	unsat	0.0146	0.0146	unsat	0.0355951
UF_grasshopper_uninstantiated_rec_reverse_acc_precondition_of_rec_reverse_acc_19_11.smt2	Unsatisfiable	0.0264	Unsatisfiable	0.0280949	unsat	20.4387	20.4387	unsat	20.3255
UF_grasshopper_uninstantiated_rec_reverse_loop_check_heap_access_19_4.smt2	Unsatisfiable	0.0306	Unsatisfiable	0.0390959	unsat	0.0252	0.0252	unsat	0.041117
UF_grasshopper_uninstantiated_rec_reverse_loop_check_heap_access_20_4.smt2	Unsatisfiable	0.0366	Unsatisfiable	0.0457239	unsat	0.0244	0.0244	unsat	0.0515821
UF_grasshopper_uninstantiated_rec_reverse_loop_postcondition_of_rec_reverse_loop_15_4.smt2	Unsatisfiable	0.6572	Unsatisfiable	0.651044	unsat	0.0284	0.0284	unsat	0.0432751
UF_grasshopper_uninstantiated_rec_reverse_loop_postcondition_of_rec_reverse_loop_21_4.smt2	Unsatisfiable	0.0262	Unsatisfiable	0.0328041	unsat	23.4505	23.4505	unsat	4.47294
UF_grasshopper_uninstantiated_rec_reverse_loop_postcondition_of_rec_reverse_loop_22_3.smt2	Unsatisfiable	0.0171	Unsatisfiable	0.016909	unsat	0.0139	0.0139	unsat	0.0353901
UF_grasshopper_uninstantiated_rec_reverse_loop_precondition_of_rec_reverse_loop_21_11.smt2	Unsatisfiable	0.0238	Unsatisfiable	0.025559	unsat	20.4454	20.4454	unsat	0.775326
UF_grasshopper_uninstantiated_rec_reverse_postcondition_of_rec_reverse_27_2.smt2	Unsatisfiable	1.8282	Unsatisfiable	0.762495	unsat	0.0367	0.0367	unsat	0.0449781
UF_grasshopper_uninstantiated_rec_reverse_postcondition_of_rec_reverse_28_1.smt2	Unsatisfiable	0.0204	Unsatisfiable	0.0172279	unsat	0.0141	0.0141	unsat	0.0351759
UF_grasshopper_uninstantiated_rec_reverse_postcondition_of_rec_reverse_29_2.smt2	Unsatisfiable	2.1062	Unsatisfiable	1.06426	unsat	0.0366	0.0366	unsat	0.0456149
UF_grasshopper_uninstantiated_rec_reverse_postcondition_of_rec_reverse_30_1.smt2	Unsatisfiable	0.0179	Unsatisfiable	0.01699	unsat	0.0148	0.0148	unsat	0.035582
UF_grasshopper_uninstantiated_rec_reverse_precondition_of_rec_reverse_acc_27_9.smt2	Unsatisfiable	0.0297	Unsatisfiable	0.032606	unsat	0.0226	0.0226	unsat	0.041134
UF_grasshopper_uninstantiated_rec_reverse_precondition_of_rec_reverse_loop_29_9.smt2	Unsatisfiable	0.0331	Unsatisfiable	0.0304941	unsat	0.0222	0.0222	unsat	0.0403729
UF_grasshopper_uninstantiated_rec_traverse_check_heap_access_15_4.smt2	Unsatisfiable	0.0265	Unsatisfiable	0.0366869	unsat	0.0194	0.0194	unsat	0.0412389
UF_grasshopper_uninstantiated_rec_traverse_postcondition_of_rec_traverse_16_20.smt2	Unsatisfiable	0.6637	Unsatisfiable	0.092239	unsat	0.0699	0.0699	unsat	0.042602
UF_grasshopper_uninstantiated_rec_traverse_precondition_of_rec_traverse_16_4.smt2	Unsatisfiable	0.0580	Unsatisfiable	0.05248	unsat	0.0206	0.0206	unsat	0.04024
UF_grasshopper_uninstantiated_remove_check_free_31_6.smt2	Unsatisfiable	0.0258	Unsatisfiable	0.0286059	unsat	0.0548	0.0548	unsat	0.0457011
UF_grasshopper_uninstantiated_remove_check_heap_access_27_4.smt2	Unsatisfiable	0.0940	Unsatisfiable	0.412217	unsat	0.0463	0.0463	unsat	0.043046
UF_grasshopper_uninstantiated_remove_check_heap_access_30_6.smt2	Unsatisfiable	0.5273	Unsatisfiable	0.976367	unsat	0.0453	0.0453	unsat	0.0425859
UF_grasshopper_uninstantiated_remove_check_heap_access_30_6_1.smt2	Unsatisfiable	0.1172	Unsatisfiable	0.76262	unsat	0.0693	0.0693	unsat	0.043823
UF_grasshopper_uninstantiated_remove_invariant_18_4.smt2	Unsatisfiable	0.0348	Unsatisfiable	0.0404441	unsat	0.0235	0.0235	unsat	0.041497
UF_grasshopper_uninstantiated_remove_loop_check_heap_access_24_6.smt2	Unsatisfiable	0.0353	Unsatisfiable	0.0412351	unsat	0.0309	0.0309	unsat	0.0413101
UF_grasshopper_uninstantiated_remove_loop_invariant_25_5.smt2	Unsatisfiable	2.8864	Unsatisfiable	59.1339	unsat	0.3356	0.3356	unsat	0.051451
UF_grasshopper_uninstantiated_remove_postcondition_of_remove_14_4.smt2	Unsatisfiable	0.0414	Unsatisfiable	0.03853	unsat	0.0205	0.0205	unsat	0.040864
UF_grasshopper_uninstantiated_remove_postcondition_of_remove_33_4.smt2	Unsatisfiable	0.0262	Unsatisfiable	0.0319831	unsat	9.7265	9.7265	unsat	3.47161
UF_grasshopper_uninstantiated_remove_postcondition_of_remove_34_3.smt2	Unsatisfiable	0.0171	Unsatisfiable	0.017203	unsat	0.0150	0.0150	unsat	0.0357049
UF_grasshopper_uninstantiated_remove_postcondition_of_remove_46_1.smt2	Unsatisfiable	0.0172	Unsatisfiable	0.017088	unsat	0.0141	0.0141	unsat	0.035278
UF_grasshopper_uninstantiated_reverse_invariant_16_2.smt2	Unsatisfiable	0.0298	Unsatisfiable	0.039177	unsat	0.0231	0.0231	unsat	0.0408409
UF_grasshopper_uninstantiated_reverse_loop_check_heap_access_22_4.smt2	Unsatisfiable	0.0359	Unsatisfiable	0.0387019	unsat	0.0256	0.0256	unsat	0.040553
UF_grasshopper_uninstantiated_reverse_loop_check_heap_access_23_4.smt2	Unsatisfiable	0.0352	Unsatisfiable	0.0575351	unsat	0.0258	0.0258	unsat	0.0407439
UF_grasshopper_uninstantiated_reverse_loop_invariant_25_3.smt2	Unsatisfiable	0.0243	Unsatisfiable	0.0233759	unsat	26.1343	26.1343	unsat	1.70998
UF_grasshopper_uninstantiated_reverse_postcondition_of_reverse_26_1.smt2	Unsatisfiable	0.8151	Unsatisfiable	0.855459	unsat	63.9251	63.9251	starexec-unknown	1799.22
UF_grasshopper_uninstantiated_sls_insert_postcondition_of_sls_insert_43_3.smt2	Unsatisfiable	0.0180	Unsatisfiable	0.0167591	unsat	0.0141	0.0141	unsat	0.035224
UF_grasshopper_uninstantiated_split_invariant_73_2.smt2	Unsatisfiable	0.0395	Unsatisfiable	0.0371081	unsat	0.0245	0.0245	unsat	0.0422779
UF_grasshopper_uninstantiated_split_loop_check_heap_access_76_4.smt2	Unsatisfiable	0.1558	Unsatisfiable	0.240619	unsat	0.0533	0.0533	unsat	0.041599
UF_grasshopper_uninstantiated_split_loop_check_heap_access_77_4.smt2	Unsatisfiable	0.0548	Unsatisfiable	0.0510819	unsat	0.0353	0.0353	unsat	0.0427269
UF_grasshopper_uninstantiated_split_loop_check_heap_access_79_6.smt2	Unsatisfiable	0.0437	Unsatisfiable	0.0380621	unsat	0.0207	0.0207	unsat	0.0411709
UF_grasshopper_uninstantiated_split_loop_invariant_81_3.smt2	Unsatisfiable	65.5027	Unsatisfiable	64.9632	unsat	2.1122	2.1122	unsat	0.186523
UF_grasshopper_uninstantiated_strand_sort_postcondition_of_strand_sort_120_1.smt2	Unsatisfiable	0.0178	Unsatisfiable	0.0203851	unsat	0.0145	0.0145	unsat	0.03539
UF_grasshopper_uninstantiated_traverse1_invariant_15_2.smt2	Unsatisfiable	0.0297	Unsatisfiable	0.0307919	unsat	0.0218	0.0218	unsat	0.0409279
UF_grasshopper_uninstantiated_traverse1_loop_check_heap_access_19_4.smt2	Unsatisfiable	0.0383	Unsatisfiable	0.03928	unsat	0.0277	0.0277	unsat	0.0405429
UF_grasshopper_uninstantiated_traverse1_loop_invariant_20_3.smt2	Unsatisfiable	62.2911	Unsatisfiable	3.08448	unsat	0.1231	0.1231	unsat	0.047468
UF_grasshopper_uninstantiated_traverse1_postcondition_of_traverse1_21_1.smt2	Unsatisfiable	0.6530	Unsatisfiable	0.488437	unsat	0.0527	0.0527	unsat	0.0454639
UF_grasshopper_uninstantiated_traverse2_invariant_30_4.smt2	Unsatisfiable	0.0448	Unsatisfiable	0.043453	unsat	0.0234	0.0234	unsat	0.0420091
UF_grasshopper_uninstantiated_traverse2_loop_check_heap_access_34_6.smt2	Unsatisfiable	0.0398	Unsatisfiable	0.042689	unsat	0.0322	0.0322	unsat	0.040399
UF_grasshopper_uninstantiated_traverse2_loop_invariant_35_5.smt2	Unsatisfiable	2.8294	Unsatisfiable	9.00839	unsat	0.2012	0.2012	unsat	0.0651029
UF_grasshopper_uninstantiated_traverse2_postcondition_of_traverse2_38_1.smt2	Unsatisfiable	0.6924	Unsatisfiable	0.14994	unsat	0.1177	0.1177	unsat	0.0436231
UF_grasshopper_uninstantiated_union_check_heap_access_40_4.smt2	Unsatisfiable	2.7101	Unsatisfiable	2.70464	unsat	0.2582	0.2582	unsat	0.108802
UF_grasshopper_uninstantiated_union_postcondition_of_union_42_1.smt2	Unsatisfiable	0.1076	Unsatisfiable	0.134149	unsat	28.0177	28.0177	unsat	83.533
UF_grasshopper_uninstantiated_union_postcondition_of_union_45_5.smt2	Unsatisfiable	0.0203	Unsatisfiable	0.017072	unsat	0.0145	0.0145	unsat	0.0363671
UF_grasshopper_uninstantiated_union_precondition_of_find_37_7.smt2	Unsatisfiable	0.0831	Unsatisfiable	0.0810401	unsat	0.0255	0.0255	unsat	0.0415959
UF_grasshopper_uninstantiated_union_precondition_of_find_38_7.smt2	Unsatisfiable	120.1730	Unsatisfiable	52.5082	unsat	88.4219	88.4219	unsat	3.89639
UF_misc_list1.smt2	Unsatisfiable	0.0181	Unsatisfiable	0.0174841	unsat	0.0113	0.0113	unsat	0.0372539
UF_misc_set10.smt2	Unsatisfiable	0.1713	Unsatisfiable	0.171855	unsat	0.0158	0.0158	unsat	0.0386609
UF_misc_set11.smt2	Unsatisfiable	0.0232	Unsatisfiable	0.0259651	unsat	0.0124	0.0124	unsat	0.0388229
UF_misc_set12.smt2	Unsatisfiable	1.3710	Unsatisfiable	14.4717	unsat	0.0183	0.0183	unsat	0.0395681
UF_misc_set13.smt2	Unsatisfiable	14.4580	Unsatisfiable	0.662527	unsat	0.0171	0.0171	unsat	0.039262
UF_misc_set15.smt2	Unsatisfiable	0.0225	Unsatisfiable	0.0216031	unsat	0.0133	0.0133	unsat	0.0381759
UF_misc_set17.smt2	Unsatisfiable	3.1924	Unsatisfiable	1.74773	unsat	0.0164	0.0164	unsat	0.0384781
UF_misc_set18.smt2	Unsatisfiable	0.5849	Unsatisfiable	0.591888	unsat	0.0148	0.0148	unsat	0.038214
UF_misc_set20.smt2	Unsatisfiable	11.1269	Unsatisfiable	10.4768	unsat	0.0151	0.0151	unsat	0.038429
UF_misc_set4.smt2	Unsatisfiable	0.0166	Unsatisfiable	0.0169371	unsat	0.0106	0.0106	unsat	0.0387099
UF_misc_set5.smt2	Unsatisfiable	0.0222	Unsatisfiable	0.0261299	unsat	0.0129	0.0129	unsat	0.0391139
UF_misc_set6.smt2	Unsatisfiable	14.8560	Unsatisfiable	14.8509	unsat	0.0187	0.0187	unsat	0.0392259
UF_misc_set7.smt2	Unsatisfiable	0.1343	Unsatisfiable	0.135354	unsat	0.0142	0.0142	unsat	0.0383319
UF_misc_set8.smt2	Unsatisfiable	0.1358	Unsatisfiable	0.13741	unsat	0.0147	0.0147	unsat	0.0382301
UF_sledgehammer_Arrow_Order_smtlib.578262.smt2	Unsatisfiable	0.0775	Unsatisfiable	0.076279	unsat	0.1616	0.1616	unsat	0.401323
UF_sledgehammer_Arrow_Order_smtlib.596628.smt2	Unsatisfiable	11.8388	Unsatisfiable	59.1059	unsat	0.0434	0.0434	unsat	0.0511361
UF_sledgehammer_Arrow_Order_smtlib.600611.smt2	Unsatisfiable	13.9374	Unsatisfiable	29.0125	unsat	0.0511	0.0511	unsat	0.052284
UF_sledgehammer_Arrow_Order_smtlib.608790.smt2	Unsatisfiable	0.0610	Unsatisfiable	0.0315179	unsat	0.0213	0.0213	unsat	0.0402339
UF_sledgehammer_Arrow_Order_smtlib.616871.smt2	Unsatisfiable	0.2089	Unsatisfiable	0.663019	unsat	0.0210	0.0210	unsat	0.042687
UF_sledgehammer_Arrow_Order_smtlib.617784.smt2	Unsatisfiable	0.0564	Unsatisfiable	0.034618	unsat	0.0192	0.0192	unsat	0.0407021
UF_sledgehammer_Arrow_Order_smtlib.618663.smt2	Unsatisfiable	0.0587	Unsatisfiable	0.0396949	unsat	0.0188	0.0188	unsat	0.0408601
UF_sledgehammer_Arrow_Order_smtlib.635236.smt2	Unsatisfiable	0.0360	Unsatisfiable	0.0819201	unsat	0.0428	0.0428	unsat	0.0479271
UF_sledgehammer_Arrow_Order_smtlib.651469.smt2	Unsatisfiable	0.0460	Unsatisfiable	0.59201	unsat	0.9238	0.9238	starexec-unknown	1799.32
UF_sledgehammer_Arrow_Order_smtlib.651744.smt2	Unsatisfiable	0.0211	Unsatisfiable	0.0352451	unsat	0.0311	0.0311	unsat	0.0463169
UF_sledgehammer_Arrow_Order_smtlib.657312.smt2	Unsatisfiable	0.0416	Unsatisfiable	1.04284	unsat	0.9432	0.9432	unsat	0.422258
UF_sledgehammer_Arrow_Order_smtlib.657570.smt2	Unsatisfiable	0.0244	Unsatisfiable	0.0417971	unsat	0.0340	0.0340	unsat	0.0484241
UF_sledgehammer_Arrow_Order_smtlib.663277.smt2	Unsatisfiable	72.3751	Unsatisfiable	65.906	unsat	0.3823	0.3823	starexec-unknown	290.175
UF_sledgehammer_Arrow_Order_smtlib.663965.smt2	Unsatisfiable	0.4490	Unsatisfiable	0.289361	unsat	0.3643	0.3643	unsat	0.144498
UF_sledgehammer_Arrow_Order_smtlib.667309.smt2	Unsatisfiable	0.1860	Unsatisfiable	0.586995	unsat	0.1834	0.1834	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_smtlib.667782.smt2	Unsatisfiable	0.0740	Unsatisfiable	0.2461	unsat	0.1689	0.1689	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_smtlib.667974.smt2	Unsatisfiable	0.0471	Unsatisfiable	0.125512	unsat	0.1140	0.1140	starexec-unknown	1799.12
UF_sledgehammer_Arrow_Order_smtlib.683901.smt2	Unsatisfiable	31.8144	Unsatisfiable	1.87141	unsat	0.4097	0.4097	unsat	0.839956
UF_sledgehammer_Arrow_Order_smtlib.686801.smt2	Unsatisfiable	0.0318	Unsatisfiable	0.628863	unsat	0.0198	0.0198	unsat	0.0454591
UF_sledgehammer_Arrow_Order_smtlib.689971.smt2	Unsatisfiable	1.3611	--	298.518	unsat	0.5091	0.5091	starexec-unknown	1799.82
UF_sledgehammer_Arrow_Order_smtlib.693005.smt2	Unsatisfiable	0.0208	Unsatisfiable	0.0278441	unsat	0.0143	0.0143	unsat	0.0400051
UF_sledgehammer_Arrow_Order_smtlib.700430.smt2	Unsatisfiable	0.1626	Unsatisfiable	0.167251	unsat	0.3397	0.3397	unsat	0.141155
UF_sledgehammer_Arrow_Order_smtlib.703012.smt2	Unsatisfiable	0.1849	Unsatisfiable	0.181769	unsat	0.3443	0.3443	unsat	0.142462
UF_sledgehammer_Arrow_Order_smtlib.705617.smt2	Unsatisfiable	0.1844	Unsatisfiable	0.185236	unsat	0.3455	0.3455	unsat	0.145404
UF_sledgehammer_Arrow_Order_smtlib.712064.smt2	Unsatisfiable	0.0282	Unsatisfiable	0.0272281	unsat	0.0300	0.0300	unsat	0.038048
UF_sledgehammer_Arrow_Order_smtlib.718486.smt2	Unsatisfiable	0.0336	Unsatisfiable	0.03169	unsat	0.0317	0.0317	unsat	0.038197
UF_sledgehammer_Arrow_Order_smtlib.724800.smt2	Unsatisfiable	0.0253	Unsatisfiable	0.022838	unsat	0.0425	0.0425	unsat	0.039144
UF_sledgehammer_Arrow_Order_smtlib.727701.smt2	Unsatisfiable	0.0332	Unsatisfiable	0.0315539	unsat	0.0355	0.0355	unsat	0.0379921
UF_sledgehammer_Arrow_Order_smtlib.736707.smt2	Unsatisfiable	0.0248	Unsatisfiable	0.0226499	unsat	0.0167	0.0167	unsat	0.0395961
UF_sledgehammer_Arrow_Order_smtlib.761827.smt2	Unsatisfiable	0.0309	Unsatisfiable	0.0281229	unsat	0.0169	0.0169	unsat	0.0654641
UF_sledgehammer_Arrow_Order_uf.554755.smt2	Unsatisfiable	0.0491	Unsatisfiable	0.0634119	unsat	0.1230	0.1230	starexec-unknown	1799.32
UF_sledgehammer_Arrow_Order_uf.555531.smt2	Unsatisfiable	0.0417	Unsatisfiable	0.0736819	unsat	0.0945	0.0945	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_uf.555944.smt2	Unsatisfiable	0.0291	Unsatisfiable	0.041106	unsat	0.0593	0.0593	starexec-unknown	1798.92
UF_sledgehammer_Arrow_Order_uf.556137.smt2	Unsatisfiable	0.0267	Unsatisfiable	0.026332	unsat	0.0281	0.0281	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.557783.smt2	Unsatisfiable	0.0501	Unsatisfiable	0.050674	unsat	0.1335	0.1335	starexec-unknown	1799.02
UF_sledgehammer_Arrow_Order_uf.558544.smt2	Unsatisfiable	0.0388	Unsatisfiable	0.0379231	unsat	0.0895	0.0895	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.558950.smt2	Unsatisfiable	0.0261	Unsatisfiable	0.0309449	unsat	0.0494	0.0494	starexec-unknown	1799.32
UF_sledgehammer_Arrow_Order_uf.564551.smt2	Unsatisfiable	0.5317	Unsatisfiable	0.556429	unsat	0.2250	0.2250	unsat	0.106124
UF_sledgehammer_Arrow_Order_uf.566535.smt2	Unsatisfiable	14.6435	Unsatisfiable	68.3878	unsat	83.4850	83.4850	starexec-unknown	208.328
UF_sledgehammer_Arrow_Order_uf.569117.smt2	Unsatisfiable	0.2171	Unsatisfiable	0.166701	unsat	0.1681	0.1681	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_uf.574473.smt2	Unsatisfiable	0.5156	Unsatisfiable	0.58894	unsat	1.9417	1.9417	unsat	0.309591
UF_sledgehammer_Arrow_Order_uf.577560.smt2	Unsatisfiable	0.0737	Unsatisfiable	0.0886971	unsat	0.1647	0.1647	unsat	0.0972551
UF_sledgehammer_Arrow_Order_uf.595937.smt2	Unsatisfiable	13.0264	Unsatisfiable	8.86816	unsat	0.0517	0.0517	unsat	0.051771
UF_sledgehammer_Arrow_Order_uf.598789.smt2	--	298.5180	--	298.516	unsat	73.0007	73.0007	starexec-unknown	1799.32
UF_sledgehammer_Arrow_Order_uf.599950.smt2	Unsatisfiable	13.9253	Unsatisfiable	28.9597	unsat	0.0508	0.0508	unsat	0.052541
UF_sledgehammer_Arrow_Order_uf.607387.smt2	Unsatisfiable	31.3991	Unsatisfiable	282.987	unsat	0.3200	0.3200	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.608342.smt2	Unsatisfiable	0.0596	Unsatisfiable	0.0335031	unsat	0.0218	0.0218	unsat	0.039926
UF_sledgehammer_Arrow_Order_uf.615681.smt2	Unsatisfiable	31.9789	Unsatisfiable	278.097	unsat	0.1965	0.1965	starexec-unknown	1799.32
UF_sledgehammer_Arrow_Order_uf.616692.smt2	Unsatisfiable	0.2102	Unsatisfiable	0.665203	unsat	0.0216	0.0216	unsat	0.04279
UF_sledgehammer_Arrow_Order_uf.629145.smt2	Unsatisfiable	178.9930	Unsatisfiable	179.277	unsat	0.3247	0.3247	starexec-unknown	1799.63
UF_sledgehammer_Arrow_Order_uf.630087.smt2	Unsatisfiable	0.0293	Unsatisfiable	0.0527621	unsat	0.0388	0.0388	unsat	0.0469159
UF_sledgehammer_Arrow_Order_uf.633075.smt2	Unsatisfiable	179.0030	Unsatisfiable	2.37906	unsat	0.3643	0.3643	starexec-unknown	1799.53
UF_sledgehammer_Arrow_Order_uf.633990.smt2	Unsatisfiable	0.0351	Unsatisfiable	0.070761	unsat	0.0439	0.0439	unsat	0.046481
UF_sledgehammer_Arrow_Order_uf.636833.smt2	Unsatisfiable	178.8720	Unsatisfiable	179.312	unsat	0.2992	0.2992	unsat	5.12185
UF_sledgehammer_Arrow_Order_uf.640495.smt2	Unsatisfiable	17.8100	Unsatisfiable	1.01863	unsat	0.2331	0.2331	unsat	94.1274
UF_sledgehammer_Arrow_Order_uf.644073.smt2	Unsatisfiable	2.2737	Unsatisfiable	1.131	unsat	0.2256	0.2256	starexec-unknown	1799.32
UF_sledgehammer_Arrow_Order_uf.646503.smt2	Unsatisfiable	0.9321	Unsatisfiable	0.872912	unsat	0.2459	0.2459	unsat	0.10843
UF_sledgehammer_Arrow_Order_uf.649769.smt2	Unsatisfiable	0.0723	Unsatisfiable	1.15507	unsat	41.7621	41.7621	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.652137.smt2	Unsatisfiable	0.0610	Unsatisfiable	0.073809	unsat	0.1837	0.1837	unsat	0.109524
UF_sledgehammer_Arrow_Order_uf.654222.smt2	Unsatisfiable	0.1067	Unsatisfiable	1.23072	unsat	41.8686	41.8686	starexec-unknown	1534.56
UF_sledgehammer_Arrow_Order_uf.655834.smt2	Unsatisfiable	0.0416	Unsatisfiable	1.04221	unsat	0.9421	0.9421	unsat	0.506113
UF_sledgehammer_Arrow_Order_uf.656092.smt2	Unsatisfiable	0.0214	Unsatisfiable	0.042171	unsat	0.0332	0.0332	unsat	0.0470509
UF_sledgehammer_Arrow_Order_uf.661789.smt2	Unsatisfiable	67.1346	Unsatisfiable	66.0047	unsat	0.3763	0.3763	starexec-unknown	292.297
UF_sledgehammer_Arrow_Order_uf.662477.smt2	Unsatisfiable	0.3062	Unsatisfiable	0.289632	unsat	0.3687	0.3687	unsat	0.14579
UF_sledgehammer_Arrow_Order_uf.664837.smt2	Unsatisfiable	0.2150	Unsatisfiable	0.342408	unsat	0.2755	0.2755	starexec-unknown	1799.53
UF_sledgehammer_Arrow_Order_uf.665788.smt2	Unsatisfiable	0.1837	Unsatisfiable	0.585878	unsat	0.1845	0.1845	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_uf.666261.smt2	Unsatisfiable	0.0821	Unsatisfiable	0.241554	unsat	0.1727	0.1727	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_uf.666453.smt2	Unsatisfiable	0.0476	Unsatisfiable	0.124222	unsat	0.1138	0.1138	starexec-unknown	1798.92
UF_sledgehammer_Arrow_Order_uf.668316.smt2	Unsatisfiable	87.7242	--	298.418	unsat	0.3720	0.3720	starexec-unknown	1799.53
UF_sledgehammer_Arrow_Order_uf.669282.smt2	Unsatisfiable	187.7970	--	298.517	unsat	0.2644	0.2644	starexec-unknown	1799.82
UF_sledgehammer_Arrow_Order_uf.671771.smt2	Unsatisfiable	71.1462	--	298.417	unsat	0.2555	0.2555	starexec-unknown	1799.63
UF_sledgehammer_Arrow_Order_uf.674009.smt2	Unsatisfiable	118.2630	--	298.518	unsat	4.2419	4.2419	starexec-unknown	1799.82
UF_sledgehammer_Arrow_Order_uf.674949.smt2	Unsatisfiable	62.0179	--	287.031	unsat	2.9047	2.9047	starexec-unknown	1799.82
UF_sledgehammer_Arrow_Order_uf.677211.smt2	Unsatisfiable	1.1011	Unsatisfiable	1.72459	unsat	0.4151	0.4151	unsat	0.216191
UF_sledgehammer_Arrow_Order_uf.679235.smt2	Unsatisfiable	2.1420	Unsatisfiable	2.66504	unsat	0.7935	0.7935	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.680112.smt2	Unsatisfiable	1.5791	Unsatisfiable	1.1812	unsat	0.3931	0.3931	starexec-unknown	1799.73
UF_sledgehammer_Arrow_Order_uf.682588.smt2	Unsatisfiable	31.8548	Unsatisfiable	1.86923	unsat	0.4189	0.4189	unsat	0.845015
UF_sledgehammer_Arrow_Order_uf.684805.smt2	Unsatisfiable	10.7409	--	297.149	unsat	0.2844	0.2844	starexec-unknown	1799.53
UF_sledgehammer_Arrow_Order_uf.685553.smt2	Unsatisfiable	0.0337	Unsatisfiable	0.630056	unsat	0.0200	0.0200	unsat	0.0443799
UF_sledgehammer_Arrow_Order_uf.687700.smt2	Unsatisfiable	90.4489	--	298.517	unsat	0.8470	0.8470	starexec-unknown	1799.72
UF_sledgehammer_Arrow_Order_uf.688574.smt2	Unsatisfiable	1.7490	--	298.417	unsat	0.3415	0.3415	starexec-unknown	1799.53
UF_sledgehammer_Arrow_Order_uf.690998.smt2	Unsatisfiable	207.3090	--	298.518	unsat	0.2549	0.2549	starexec-unknown	1799.12
UF_sledgehammer_Arrow_Order_uf.691449.smt2	Unsatisfiable	0.0242	Unsatisfiable	0.029024	unsat	0.0146	0.0146	unsat	0.039108
UF_sledgehammer_Arrow_Order_uf.693804.smt2	Unsatisfiable	117.2020	Unsatisfiable	116.053	unsat	0.5248	0.5248	starexec-unknown	1799.82
UF_sledgehammer_Arrow_Order_uf.696383.smt2	Unsatisfiable	0.0588	Unsatisfiable	0.0951029	unsat	0.1589	0.1589	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.697323.smt2	Unsatisfiable	0.0427	Unsatisfiable	0.0506809	unsat	0.1105	0.1105	starexec-unknown	1799.22
UF_sledgehammer_Arrow_Order_uf.699223.smt2	Unsatisfiable	1.7209	Unsatisfiable	67.8454	unsat	0.2059	0.2059	unsat	0.095239
UF_sledgehammer_Arrow_Order_uf.699578.smt2	Unsatisfiable	0.1615	Unsatisfiable	0.162974	unsat	0.3395	0.3395	unsat	0.141654
UF_sledgehammer_Arrow_Order_uf.701743.smt2	Unsatisfiable	1.7308	Unsatisfiable	67.3879	unsat	0.2276	0.2276	unsat	0.0986221
UF_sledgehammer_Arrow_Order_uf.702122.smt2	Unsatisfiable	0.1834	Unsatisfiable	0.18632	unsat	0.3420	0.3420	unsat	0.143831
UF_sledgehammer_Arrow_Order_uf.704291.smt2	Unsatisfiable	1.7363	Unsatisfiable	67.4066	unsat	0.2405	0.2405	unsat	0.103271
UF_sledgehammer_Arrow_Order_uf.704683.smt2	Unsatisfiable	0.1808	Unsatisfiable	0.182523	unsat	0.3498	0.3498	unsat	0.142689
UF_sledgehammer_Arrow_Order_uf.706854.smt2	Unsatisfiable	98.3588	--	284.719	unsat	0.7725	0.7725	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_uf.707751.smt2	Unsatisfiable	10.0073	Unsatisfiable	67.3401	unsat	0.6595	0.6595	starexec-unknown	1799.42
UF_sledgehammer_Arrow_Order_uf.710452.smt2	--	298.4180	--	298.617	unsat	2.8954	2.8954	unsat	0.841006
UF_sledgehammer_Arrow_Order_uf.710903.smt2	Unsatisfiable	0.0323	Unsatisfiable	0.035862	unsat	0.0379	0.0379	unsat	0.039647
UF_sledgehammer_Arrow_Order_uf.713147.smt2	Unsatisfiable	99.0357	--	298.518	unsat	0.9807	0.9807	starexec-unknown	1799.42
