benchmark	vcnf_status	vcnf_time	vampire_status	vampire_time	cvc4_status	cvc4_time	z3_status	z3_time
UF_sledgehammer_QEpres_uf.626329.smt2	Unsatisfiable	2.0580	--	298.517	unsat	60.3139	60.3139	unsat	0.126089
UF_sledgehammer_QEpres_uf.628767.smt2	Unsatisfiable	0.0340	Unsatisfiable	0.458249	unsat	0.0780	0.0780	unsat	0.06461
UF_sledgehammer_QEpres_uf.630456.smt2	Unsatisfiable	0.0413	Unsatisfiable	1.33723	unsat	0.0914	0.0914	unsat	0.0658749
UF_sledgehammer_QEpres_uf.632181.smt2	Unsatisfiable	0.0470	Unsatisfiable	0.176685	unsat	0.1084	0.1084	unsat	0.0665029
UF_sledgehammer_QEpres_uf.633895.smt2	Unsatisfiable	0.0398	Unsatisfiable	0.829467	unsat	0.1028	0.1028	unsat	0.073831
UF_sledgehammer_QEpres_uf.635564.smt2	Unsatisfiable	0.0434	Unsatisfiable	0.837614	unsat	0.1028	0.1028	unsat	0.075232
UF_sledgehammer_QEpres_uf.638776.smt2	Unsatisfiable	124.2680	--	298.518	unsat	0.0292	0.0292	unsat	0.143121
UF_sledgehammer_QEpres_uf.641543.smt2	Unsatisfiable	0.1927	Unsatisfiable	0.471351	unsat	0.1812	0.1812	unsat	0.0888491
UF_sledgehammer_QEpres_uf.654358.smt2	Unsatisfiable	0.3819	Unsatisfiable	0.409663	unsat	0.2012	0.2012	unsat	0.104094
UF_sledgehammer_QEpres_uf.654832.smt2	Unsatisfiable	0.0225	Unsatisfiable	0.022036	unsat	0.0166	0.0166	unsat	0.0388861
UF_sledgehammer_QEpres_uf.678639.smt2	Unsatisfiable	0.0699	Unsatisfiable	0.071936	unsat	0.1394	0.1394	unsat	0.0828649
UF_sledgehammer_QEpres_uf.678944.smt2	Unsatisfiable	0.0200	Unsatisfiable	0.018635	unsat	0.0138	0.0138	unsat	0.0387521
UF_sledgehammer_QEpres_uf.681074.smt2	Unsatisfiable	0.2502	Unsatisfiable	0.480274	unsat	0.1389	0.1389	unsat	0.097517
UF_sledgehammer_QEpres_uf.694308.smt2	Unsatisfiable	0.0495	Unsatisfiable	0.048704	unsat	0.1804	0.1804	unsat	0.0507259
UF_sledgehammer_QEpres_uf.711838.smt2	Unsatisfiable	0.0481	Unsatisfiable	0.688994	unsat	0.1242	0.1242	unsat	0.0829989
UF_sledgehammer_QEpres_uf.714115.smt2	Unsatisfiable	0.3389	Unsatisfiable	0.692271	unsat	0.1305	0.1305	unsat	0.08334
UF_sledgehammer_QEpres_uf.716503.smt2	Unsatisfiable	0.3220	Unsatisfiable	0.888382	unsat	0.1624	0.1624	unsat	0.169809
UF_sledgehammer_QEpres_uf.717211.smt2	Unsatisfiable	0.0211	Unsatisfiable	0.0334241	unsat	0.0171	0.0171	unsat	0.0397361
UF_sledgehammer_QEpres_uf.718133.smt2	Unsatisfiable	0.0211	Unsatisfiable	0.020473	unsat	0.0168	0.0168	unsat	0.039693
UF_sledgehammer_QEpres_uf.726682.smt2	Unsatisfiable	96.0705	Unsatisfiable	17.8392	unsat	15.9407	15.9407	starexec-unknown	1799.12
UF_sledgehammer_QEpres_uf.727606.smt2	Unsatisfiable	0.9799	Unsatisfiable	0.364108	unsat	0.3942	0.3942	unsat	21.8588
UF_sledgehammer_QEpres_uf.736650.smt2	Unsatisfiable	0.0721	Unsatisfiable	0.093871	unsat	0.1279	0.1279	unsat	0.075607
UF_sledgehammer_QEpres_uf.747069.smt2	Unsatisfiable	0.3050	Unsatisfiable	0.303406	unsat	0.1940	0.1940	unsat	0.104548
UF_sledgehammer_QEpres_uf.748985.smt2	Unsatisfiable	0.1946	Unsatisfiable	0.30081	starexec-unknown	1228.6900	0.0000	unsat	0.0592281
UF_sledgehammer_QEpres_uf.774163.smt2	Unsatisfiable	0.0768	Unsatisfiable	0.132174	unsat	0.2172	0.2172	unsat	0.109703
UF_sledgehammer_QEpres_uf.780191.smt2	Unsatisfiable	0.0570	Unsatisfiable	0.0617331	unsat	0.2087	0.2087	unsat	0.0534399
UF_sledgehammer_QEpres_uf.785105.smt2	Unsatisfiable	0.0607	Unsatisfiable	0.0695451	unsat	0.1209	0.1209	unsat	0.0781241
UF_sledgehammer_QEpres_uf.785217.smt2	Unsatisfiable	0.0217	Unsatisfiable	0.0204661	unsat	0.0122	0.0122	unsat	0.0380519
UF_sledgehammer_QEpres_uf.785263.smt2	Unsatisfiable	0.0217	Unsatisfiable	0.020616	unsat	0.0116	0.0116	unsat	0.037942
UF_sledgehammer_QEpres_uf.785309.smt2	Unsatisfiable	0.0186	Unsatisfiable	0.021242	unsat	0.0116	0.0116	unsat	0.0380991
UF_sledgehammer_QEpres_uf.785399.smt2	Unsatisfiable	0.0209	Unsatisfiable	0.018355	unsat	0.0120	0.0120	unsat	0.0377109
UF_sledgehammer_QEpres_uf.787169.smt2	Unsatisfiable	18.2950	Unsatisfiable	57.5871	unsat	0.1618	0.1618	unsat	0.0840741
UF_sledgehammer_QEpres_uf.787442.smt2	Unsatisfiable	0.0213	Unsatisfiable	0.019354	unsat	0.0136	0.0136	unsat	0.0385929
UF_sledgehammer_QEpres_uf.787634.smt2	Unsatisfiable	0.0186	Unsatisfiable	0.0192651	unsat	0.0136	0.0136	unsat	0.038527
UF_sledgehammer_QEpres_uf.787898.smt2	Unsatisfiable	0.0195	Unsatisfiable	0.019655	unsat	0.0136	0.0136	unsat	0.0383959
UF_sledgehammer_QEpres_uf.793317.smt2	Unsatisfiable	0.0727	Unsatisfiable	0.129182	unsat	0.1578	0.1578	unsat	0.102388
UF_sledgehammer_QEpres_uf.804465.smt2	Unsatisfiable	0.0722	Unsatisfiable	0.195525	unsat	0.1234	0.1234	unsat	0.0760379
UF_sledgehammer_QEpres_uf.804607.smt2	Unsatisfiable	0.0183	Unsatisfiable	0.0195099	unsat	0.0121	0.0121	unsat	0.038454
UF_sledgehammer_QEpres_uf.804671.smt2	Unsatisfiable	0.0214	Unsatisfiable	0.02128	unsat	0.0124	0.0124	unsat	0.0379459
UF_sledgehammer_QEpres_uf.804735.smt2	Unsatisfiable	0.0196	Unsatisfiable	0.0187821	unsat	0.0129	0.0129	unsat	0.038368
UF_sledgehammer_QEpres_uf.804799.smt2	Unsatisfiable	0.0212	Unsatisfiable	0.018075	unsat	0.0124	0.0124	unsat	0.0384891
UF_sledgehammer_QEpres_uf.804909.smt2	Unsatisfiable	0.0186	Unsatisfiable	0.0211811	unsat	0.0122	0.0122	unsat	0.04819
UF_sledgehammer_QEpres_uf.819158.smt2	Unsatisfiable	0.2400	Unsatisfiable	0.336023	unsat	0.1867	0.1867	unsat	0.141818
UF_sledgehammer_QEpres_uf.819524.smt2	Unsatisfiable	0.0222	Unsatisfiable	0.021977	unsat	0.0155	0.0155	unsat	0.039119
UF_sledgehammer_QEpres_uf.827680.smt2	Unsatisfiable	0.0744	Unsatisfiable	0.0841411	unsat	0.1584	0.1584	unsat	0.0806171
UF_sledgehammer_QEpres_uf.827831.smt2	Unsatisfiable	0.0213	Unsatisfiable	0.0180519	unsat	0.0126	0.0126	unsat	0.038019
UF_sledgehammer_QEpres_uf.827995.smt2	Unsatisfiable	0.0180	Unsatisfiable	0.017948	unsat	0.0128	0.0128	unsat	0.037955
UF_sledgehammer_QEpres_uf.832491.smt2	Unsatisfiable	1.1266	Unsatisfiable	1.1189	unsat	98.7426	98.7426	unsat	0.360792
UF_sledgehammer_QEpres_uf.832773.smt2	Unsatisfiable	0.0234	Unsatisfiable	0.0228961	unsat	0.0159	0.0159	unsat	0.0386859
UF_sledgehammer_QEpres_uf.834588.smt2	Unsatisfiable	0.0459	Unsatisfiable	0.162203	unsat	0.1221	0.1221	unsat	0.081177
UF_sledgehammer_QEpres_uf.836418.smt2	Unsatisfiable	0.0461	Unsatisfiable	0.489855	unsat	0.1286	0.1286	unsat	0.084158
UF_sledgehammer_QEpres_uf.841511.smt2	Unsatisfiable	0.0521	Unsatisfiable	0.447005	unsat	0.1507	0.1507	unsat	0.0958489
UF_sledgehammer_QEpres_uf.843328.smt2	Unsatisfiable	0.1733	Unsatisfiable	0.107978	unsat	0.2475	0.2475	unsat	0.0974111
UF_sledgehammer_QEpres_uf.845195.smt2	Unsatisfiable	0.0459	Unsatisfiable	0.669428	unsat	0.1243	0.1243	unsat	0.0574531
UF_sledgehammer_QEpres_uf.847076.smt2	Unsatisfiable	10.4110	Unsatisfiable	3.69848	unsat	0.2931	0.2931	unsat	0.306149
UF_sledgehammer_QEpres_uf.847548.smt2	Unsatisfiable	0.0208	Unsatisfiable	0.021442	unsat	0.0178	0.0178	unsat	0.0398259
UF_sledgehammer_QEpres_uf.847669.smt2	Unsatisfiable	0.0221	Unsatisfiable	0.0244639	unsat	0.0179	0.0179	unsat	0.0409291
UF_sledgehammer_QEpres_uf.848133.smt2	Unsatisfiable	0.0214	Unsatisfiable	0.0216809	unsat	0.0170	0.0170	unsat	0.0397111
UF_sledgehammer_QEpres_uf.867345.smt2	Unsatisfiable	0.0584	Unsatisfiable	0.0679691	unsat	0.1342	0.1342	unsat	0.0956609
UF_sledgehammer_QEpres_uf.886173.smt2	--	298.5220	--	298.618	unsat	0.1863	0.1863	unsat	33.0663
UF_sledgehammer_QEpres_uf.898985.smt2	--	298.5170	--	298.416	unsat	0.1887	0.1887	unsat	19.898
UF_sledgehammer_QEpres_uf.911561.smt2	Unsatisfiable	1.7477	Unsatisfiable	1.16411	unsat	0.1834	0.1834	unsat	0.095178
UF_sledgehammer_QEpres_uf.913674.smt2	Unsatisfiable	0.0553	Unsatisfiable	0.074856	unsat	0.1287	0.1287	unsat	0.0929581
UF_sledgehammer_QEpres_uf.928057.smt2	Unsatisfiable	5.5758	Unsatisfiable	12.1891	unsat	0.1575	0.1575	unsat	0.963611
UF_sledgehammer_QEpres_uf.930113.smt2	Unsatisfiable	0.2186	Unsatisfiable	17.5571	unsat	0.2111	0.2111	unsat	0.0950051
UF_sledgehammer_QEpres_uf.944364.smt2	Unsatisfiable	13.3846	Unsatisfiable	1.27155	unsat	0.1798	0.1798	starexec-unknown	1798.92
UF_sledgehammer_QEpres_uf.945348.smt2	Unsatisfiable	1.1764	Unsatisfiable	0.326957	unsat	0.1310	0.1310	starexec-unknown	428.788
UF_sledgehammer_QEpres_uf.947572.smt2	Unsatisfiable	297.3760	--	298.417	unsat	0.6023	0.6023	starexec-unknown	223.607
UF_sledgehammer_QEpres_uf.948498.smt2	Unsatisfiable	18.4176	Unsatisfiable	117.993	unsat	0.3173	0.3173	starexec-unknown	185.221
UF_sledgehammer_QEpres_uf.951067.smt2	Unsatisfiable	0.1739	Unsatisfiable	0.175246	unsat	0.1514	0.1514	unsat	0.097573
UF_sledgehammer_QEpres_uf.953447.smt2	Unsatisfiable	296.3890	--	298.518	unsat	0.5553	0.5553	starexec-unknown	223.635
UF_sledgehammer_QEpres_uf.954373.smt2	Unsatisfiable	2.5944	Unsatisfiable	118.34	unsat	0.2920	0.2920	starexec-unknown	200.767
UF_sledgehammer_QEpres_uf.964014.smt2	Unsatisfiable	0.0623	Unsatisfiable	0.070803	unsat	0.1439	0.1439	unsat	0.08759
UF_sledgehammer_QEpres_uf.973217.smt2	Unsatisfiable	0.0664	Unsatisfiable	0.076169	unsat	0.1442	0.1442	unsat	0.0882481
UF_sledgehammer_QEpres_uf.978809.smt2	Unsatisfiable	0.0615	Unsatisfiable	0.0660561	unsat	0.1782	0.1782	unsat	0.0898439
UF_sledgehammer_QEpres_uf.984202.smt2	Unsatisfiable	0.0573	Unsatisfiable	0.079768	unsat	0.1786	0.1786	unsat	0.0894151
UF_sledgehammer_QEpres_uf.996663.smt2	Unsatisfiable	62.9737	Unsatisfiable	17.8482	unsat	0.1899	0.1899	starexec-unknown	1799.22
UF_sledgehammer_QEpres_uf.997545.smt2	Unsatisfiable	15.8075	Unsatisfiable	3.12958	unsat	0.1392	0.1392	starexec-unknown	281.605
UF_sledgehammer_QEpres_uf.998458.smt2	Unsatisfiable	0.0641	Unsatisfiable	0.0366441	unsat	0.0212	0.0212	unsat	0.042225
UF_sledgehammer_StrongNorm_uf.571206.smt2	Unsatisfiable	3.6387	Unsatisfiable	15.4819	unsat	0.2363	0.2363	unsat	0.0803499
UF_sledgehammer_StrongNorm_uf.593711.smt2	Unsatisfiable	0.0784	Unsatisfiable	0.0785059	unsat	0.1073	0.1073	unsat	0.0637979
UF_sledgehammer_StrongNorm_uf.595426.smt2	Unsatisfiable	0.0470	Unsatisfiable	0.0582021	unsat	0.0902	0.0902	unsat	0.0639141
UF_sledgehammer_StrongNorm_uf.615309.smt2	Unsatisfiable	0.0542	Unsatisfiable	0.073678	unsat	0.1396	0.1396	unsat	0.0880861
UF_sledgehammer_StrongNorm_uf.617354.smt2	Unsatisfiable	0.0804	Unsatisfiable	0.107265	unsat	0.1663	0.1663	unsat	0.0879361
UF_sledgehammer_StrongNorm_uf.619970.smt2	Unsatisfiable	0.0490	Unsatisfiable	0.0614381	unsat	0.1314	0.1314	unsat	0.0873519
UF_sledgehammer_StrongNorm_uf.637498.smt2	Unsatisfiable	1.6501	Unsatisfiable	1.3804	unsat	0.1748	0.1748	unsat	0.0924351
UF_sledgehammer_StrongNorm_uf.639741.smt2	Unsatisfiable	0.0477	Unsatisfiable	0.0562779	unsat	0.1304	0.1304	unsat	0.082711
UF_sledgehammer_StrongNorm_uf.641536.smt2	Unsatisfiable	0.0504	Unsatisfiable	0.0538849	unsat	0.1293	0.1293	unsat	0.086301
UF_sledgehammer_StrongNorm_uf.646765.smt2	Unsatisfiable	0.0723	Unsatisfiable	0.386312	unsat	0.1324	0.1324	unsat	0.086369
UF_sledgehammer_StrongNorm_uf.648745.smt2	Unsatisfiable	0.0534	Unsatisfiable	0.0622251	unsat	0.1355	0.1355	unsat	0.0877021
UF_sledgehammer_StrongNorm_uf.650702.smt2	Unsatisfiable	83.8355	Unsatisfiable	73.7029	unsat	0.1684	0.1684	unsat	0.0930779
UF_sledgehammer_StrongNorm_uf.653039.smt2	Unsatisfiable	11.1134	Unsatisfiable	75.2601	unsat	0.1700	0.1700	unsat	0.0894969
UF_sledgehammer_StrongNorm_uf.655100.smt2	Unsatisfiable	0.1243	Unsatisfiable	0.160926	unsat	0.1389	0.1389	unsat	0.0887401
UF_sledgehammer_StrongNorm_uf.657085.smt2	Unsatisfiable	0.0376	Unsatisfiable	0.0418661	unsat	0.1305	0.1305	unsat	0.0459909
UF_sledgehammer_StrongNorm_uf.659028.smt2	Unsatisfiable	0.0411	Unsatisfiable	0.04192	unsat	0.1303	0.1303	unsat	0.0464951
UF_sledgehammer_StrongNorm_uf.675860.smt2	Unsatisfiable	0.0839	Unsatisfiable	0.0883829	unsat	0.1625	0.1625	unsat	0.107156
UF_sledgehammer_StrongNorm_uf.678452.smt2	Unsatisfiable	0.1284	Unsatisfiable	0.153127	unsat	0.1543	0.1543	unsat	0.104005
UF_sledgehammer_StrongNorm_uf.680521.smt2	Unsatisfiable	5.6448	Unsatisfiable	3.25379	unsat	0.3105	0.3105	unsat	0.108466
UF_sledgehammer_StrongNorm_uf.682694.smt2	Unsatisfiable	5.6912	--	298.516	unsat	0.1975	0.1975	unsat	0.108147
UF_sledgehammer_StrongNorm_uf.684859.smt2	Unsatisfiable	0.1767	Unsatisfiable	0.383419	unsat	0.2055	0.2055	unsat	0.144866
UF_sledgehammer_StrongNorm_uf.686987.smt2	Unsatisfiable	0.0469	Unsatisfiable	0.047665	unsat	0.1500	0.1500	unsat	0.0980731
UF_sledgehammer_StrongNorm_uf.696259.smt2	Unsatisfiable	0.1140	Unsatisfiable	0.797812	unsat	0.1636	0.1636	unsat	0.0941191
UF_sledgehammer_StrongNorm_uf.697927.smt2	Unsatisfiable	0.0505	Unsatisfiable	0.0588251	unsat	0.1037	0.1037	unsat	0.0721809
UF_sledgehammer_StrongNorm_uf.701476.smt2	Unsatisfiable	2.2125	Unsatisfiable	2.23908	unsat	1.6259	1.6259	starexec-unknown	1799.53
UF_sledgehammer_StrongNorm_uf.701666.smt2	Unsatisfiable	0.0449	Unsatisfiable	0.0508301	unsat	0.0328	0.0328	starexec-unknown	1190.43
UF_sledgehammer_StrongNorm_uf.703580.smt2	Unsatisfiable	2.4380	Unsatisfiable	5.36643	unsat	0.1487	0.1487	unsat	0.101393
UF_sledgehammer_StrongNorm_uf.705580.smt2	Unsatisfiable	0.0747	Unsatisfiable	0.088934	unsat	0.2048	0.2048	unsat	0.109129
UF_sledgehammer_StrongNorm_uf.708153.smt2	Unsatisfiable	13.3855	Unsatisfiable	13.7344	unsat	0.9828	0.9828	unsat	6.1927
UF_sledgehammer_StrongNorm_uf.711834.smt2	Unsatisfiable	2.4745	Unsatisfiable	17.9648	unsat	0.1513	0.1513	unsat	0.102666
UF_sledgehammer_StrongNorm_uf.713973.smt2	Unsatisfiable	2.5116	Unsatisfiable	17.8572	unsat	0.1503	0.1503	unsat	0.102851
UF_sledgehammer_StrongNorm_uf.715982.smt2	Unsatisfiable	0.8522	Unsatisfiable	0.872181	unsat	0.1662	0.1662	unsat	0.0881011
UF_sledgehammer_StrongNorm_uf.733851.smt2	Unsatisfiable	0.0553	Unsatisfiable	0.071329	unsat	0.1317	0.1317	unsat	0.084548
UF_sledgehammer_StrongNorm_uf.736039.smt2	Unsatisfiable	2.5828	Unsatisfiable	13.7936	unsat	0.1544	0.1544	unsat	0.0482079
UF_sledgehammer_StrongNorm_uf.738339.smt2	Unsatisfiable	0.0733	Unsatisfiable	0.0668601	unsat	0.1527	0.1527	unsat	0.110911
UF_sledgehammer_StrongNorm_uf.740532.smt2	Unsatisfiable	13.5213	Unsatisfiable	66.5278	unsat	0.1537	0.1537	unsat	0.106999
UF_sledgehammer_StrongNorm_uf.742608.smt2	Unsatisfiable	1.2694	Unsatisfiable	3.07347	unsat	0.1520	0.1520	unsat	0.112628
UF_sledgehammer_StrongNorm_uf.744393.smt2	Unsatisfiable	5.2781	Unsatisfiable	5.25235	unsat	0.1623	0.1623	unsat	0.0990571
UF_sledgehammer_StrongNorm_uf.745300.smt2	Unsatisfiable	3.0376	Unsatisfiable	3.19345	unsat	0.1300	0.1300	unsat	0.081055
UF_sledgehammer_StrongNorm_uf.747653.smt2	Unsatisfiable	0.1802	Unsatisfiable	0.232741	unsat	0.2017	0.2017	unsat	0.129841
UF_sledgehammer_StrongNorm_uf.749492.smt2	Unsatisfiable	0.1184	Unsatisfiable	0.109002	unsat	0.1438	0.1438	unsat	0.103544
UF_sledgehammer_StrongNorm_uf.751463.smt2	Unsatisfiable	0.2039	Unsatisfiable	0.0949859	unsat	0.2163	0.2163	unsat	0.119917
UF_sledgehammer_StrongNorm_uf.760440.smt2	Unsatisfiable	6.3193	Unsatisfiable	112.528	unsat	0.1526	0.1526	unsat	0.106774
UF_sledgehammer_StrongNorm_uf.762462.smt2	Unsatisfiable	5.4473	Unsatisfiable	193.258	unsat	0.1533	0.1533	unsat	0.107264
UF_sledgehammer_StrongNorm_uf.764542.smt2	Unsatisfiable	5.4787	Unsatisfiable	18.33	unsat	0.1523	0.1523	unsat	0.107052
UF_sledgehammer_StrongNorm_uf.773929.smt2	Unsatisfiable	0.1849	Unsatisfiable	0.152776	unsat	0.1984	0.1984	unsat	0.106604
UF_sledgehammer_StrongNorm_uf.788605.smt2	Unsatisfiable	0.0566	Unsatisfiable	0.078752	unsat	0.1481	0.1481	unsat	0.093576
UF_sledgehammer_StrongNorm_uf.790816.smt2	Unsatisfiable	2.4762	Unsatisfiable	2.46185	unsat	0.1581	0.1581	unsat	0.048389
UF_sledgehammer_StrongNorm_uf.793193.smt2	Unsatisfiable	0.0671	Unsatisfiable	0.086384	unsat	0.1577	0.1577	unsat	0.107384
UF_sledgehammer_StrongNorm_uf.795444.smt2	Unsatisfiable	13.6714	Unsatisfiable	14.6686	unsat	0.1525	0.1525	unsat	0.101241
UF_sledgehammer_StrongNorm_uf.797280.smt2	Unsatisfiable	0.5310	Unsatisfiable	3.06503	unsat	0.1494	0.1494	unsat	0.100264
UF_sledgehammer_StrongNorm_uf.799261.smt2	Unsatisfiable	0.7878	Unsatisfiable	0.743877	unsat	0.1824	0.1824	unsat	0.0987409
UF_sledgehammer_StrongNorm_uf.813324.smt2	Unsatisfiable	0.2031	Unsatisfiable	66.2253	unsat	0.1905	0.1905	unsat	0.100955
UF_sledgehammer_StrongNorm_uf.815405.smt2	Unsatisfiable	5.5642	Unsatisfiable	17.6104	unsat	0.1492	0.1492	unsat	0.0999621
UF_sledgehammer_StrongNorm_uf.817528.smt2	Unsatisfiable	17.7164	Unsatisfiable	2.39839	unsat	0.1505	0.1505	unsat	0.099754
UF_sledgehammer_StrongNorm_uf.823014.smt2	Unsatisfiable	5.2239	Unsatisfiable	0.230422	unsat	0.2028	0.2028	unsat	0.114899
UF_sledgehammer_StrongNorm_uf.824995.smt2	Unsatisfiable	0.1859	Unsatisfiable	9.94746	unsat	0.1996	0.1996	unsat	0.117179
UF_sledgehammer_StrongNorm_uf.826990.smt2	Unsatisfiable	17.6572	Unsatisfiable	17.6954	unsat	0.1470	0.1470	unsat	0.0967701
UF_sledgehammer_StrongNorm_uf.836789.smt2	Unsatisfiable	0.0501	Unsatisfiable	0.0622221	unsat	0.1382	0.1382	unsat	0.0884741
UF_sledgehammer_StrongNorm_uf.838784.smt2	Unsatisfiable	0.0552	Unsatisfiable	0.082901	unsat	0.1328	0.1328	unsat	0.0867549
UF_sledgehammer_StrongNorm_uf.844213.smt2	Unsatisfiable	0.0413	Unsatisfiable	0.0976629	unsat	0.0839	0.0839	unsat	0.0595811
UF_sledgehammer_StrongNorm_uf.845875.smt2	Unsatisfiable	0.5123	Unsatisfiable	1.10884	unsat	0.1434	0.1434	unsat	0.078978
UF_sledgehammer_StrongNorm_uf.848148.smt2	Unsatisfiable	0.0838	Unsatisfiable	0.128617	unsat	0.1327	0.1327	unsat	0.087183
UF_sledgehammer_StrongNorm_uf.850138.smt2	Unsatisfiable	0.1792	Unsatisfiable	0.723125	unsat	0.1664	0.1664	unsat	0.089087
UF_sledgehammer_StrongNorm_uf.852146.smt2	Unsatisfiable	0.1295	Unsatisfiable	8.41396	unsat	0.1681	0.1681	unsat	0.0933801
UF_sledgehammer_StrongNorm_uf.854181.smt2	Unsatisfiable	0.1475	Unsatisfiable	5.24224	unsat	0.1344	0.1344	unsat	0.088418
UF_sledgehammer_StrongNorm_uf.856175.smt2	Unsatisfiable	5.8291	Unsatisfiable	17.6502	unsat	0.1352	0.1352	unsat	0.0908089
UF_sledgehammer_StrongNorm_uf.858183.smt2	Unsatisfiable	0.0418	Unsatisfiable	0.043554	unsat	0.1309	0.1309	unsat	0.0452019
UF_sledgehammer_StrongNorm_uf.860078.smt2	Unsatisfiable	0.0417	Unsatisfiable	0.0421401	unsat	0.1307	0.1307	unsat	0.045216
UF_sledgehammer_StrongNorm_uf.862039.smt2	Unsatisfiable	0.8351	Unsatisfiable	0.883715	unsat	0.1724	0.1724	unsat	0.0900089
UF_sledgehammer_StrongNorm_uf.864287.smt2	Unsatisfiable	0.0609	Unsatisfiable	0.096529	unsat	0.1685	0.1685	unsat	0.0904519
UF_sledgehammer_StrongNorm_uf.866348.smt2	Unsatisfiable	0.0582	Unsatisfiable	0.095667	unsat	0.1341	0.1341	unsat	0.087907
UF_sledgehammer_StrongNorm_uf.868470.smt2	Unsatisfiable	0.0551	Unsatisfiable	0.085701	unsat	0.1419	0.1419	unsat	0.0915969
UF_sledgehammer_TwoSquares_uf.598808.smt2	Unsatisfiable	0.0299	Unsatisfiable	0.0347111	unsat	0.0774	0.0774	unsat	0.051883
UF_sledgehammer_TwoSquares_uf.600443.smt2	Unsatisfiable	1.2798	Unsatisfiable	0.46082	unsat	0.2255	0.2255	unsat	0.15719
UF_sledgehammer_TwoSquares_uf.600944.smt2	Unsatisfiable	0.1293	Unsatisfiable	0.063017	unsat	2.4523	2.4523	unsat	43.609
UF_sledgehammer_TwoSquares_uf.602601.smt2	Unsatisfiable	2.1672	Unsatisfiable	1.19947	unsat	1.7119	1.7119	starexec-unknown	1799.02
UF_sledgehammer_TwoSquares_uf.603183.smt2	Unsatisfiable	0.8722	Unsatisfiable	2.22973	unsat	0.3542	0.3542	starexec-unknown	1798.92
UF_sledgehammer_TwoSquares_uf.605094.smt2	Unsatisfiable	1.5337	Unsatisfiable	2.95342	unsat	0.1621	0.1621	unsat	1.23286
UF_sledgehammer_TwoSquares_uf.605677.smt2	Unsatisfiable	0.1380	Unsatisfiable	0.813371	unsat	0.3224	0.3224	unsat	1.01139
UF_sledgehammer_TwoSquares_uf.605976.smt2	Unsatisfiable	0.5097	Unsatisfiable	0.479679	unsat	7.1471	7.1471	unsat	4.41102
UF_sledgehammer_TwoSquares_uf.607512.smt2	Unsatisfiable	0.5598	Unsatisfiable	13.1753	unsat	0.1199	0.1199	unsat	0.080004
UF_sledgehammer_TwoSquares_uf.611567.smt2	Unsatisfiable	0.7826	Unsatisfiable	0.832914	unsat	0.1285	0.1285	unsat	0.0851019
UF_sledgehammer_TwoSquares_uf.616068.smt2	Unsatisfiable	1.2079	Unsatisfiable	2.29795	unsat	1.4464	1.4464	starexec-unknown	1799.02
UF_sledgehammer_TwoSquares_uf.618437.smt2	Unsatisfiable	0.0337	Unsatisfiable	0.0768709	unsat	0.0775	0.0775	unsat	0.046264
UF_sledgehammer_TwoSquares_uf.622659.smt2	Unsatisfiable	0.8084	Unsatisfiable	0.752978	unsat	0.1065	0.1065	unsat	0.0756781
UF_sledgehammer_TwoSquares_uf.626615.smt2	Unsatisfiable	0.0406	Unsatisfiable	0.0513099	unsat	0.1043	0.1043	unsat	0.051131
UF_sledgehammer_TwoSquares_uf.628161.smt2	Unsatisfiable	5.1545	Unsatisfiable	1.71076	unsat	0.1547	0.1547	unsat	0.120565
UF_sledgehammer_TwoSquares_uf.634764.smt2	Unsatisfiable	0.8071	Unsatisfiable	0.302223	unsat	0.0780	0.0780	unsat	0.0668559
UF_sledgehammer_TwoSquares_uf.640720.smt2	Unsatisfiable	1.0095	Unsatisfiable	8.71353	unsat	3.8320	3.8320	starexec-unknown	759.261
UF_sledgehammer_TwoSquares_uf.641283.smt2	Unsatisfiable	2.0210	Unsatisfiable	1.56712	unsat	0.6281	0.6281	unsat	11.2799
UF_sledgehammer_TwoSquares_uf.643187.smt2	Unsatisfiable	0.0418	Unsatisfiable	0.696678	unsat	0.1041	0.1041	unsat	0.0732979
UF_sledgehammer_TwoSquares_uf.647461.smt2	Unsatisfiable	0.0437	Unsatisfiable	0.71523	unsat	0.1665	0.1665	unsat	0.45234
UF_sledgehammer_TwoSquares_uf.650684.smt2	Unsatisfiable	8.4895	Unsatisfiable	1.52439	unsat	1.0327	1.0327	starexec-unknown	1452.68
UF_sledgehammer_TwoSquares_uf.651233.smt2	Unsatisfiable	1.7501	Unsatisfiable	0.784252	unsat	0.1969	0.1969	unsat	3.0444
UF_sledgehammer_TwoSquares_uf.652701.smt2	Unsatisfiable	5.6684	Unsatisfiable	0.457646	unsat	0.0759	0.0759	unsat	0.0640841
UF_sledgehammer_TwoSquares_uf.654008.smt2	Unsatisfiable	0.0427	Unsatisfiable	0.0467601	unsat	0.1038	0.1038	unsat	0.0688049
UF_sledgehammer_TwoSquares_uf.657154.smt2	Unsatisfiable	1.9765	Unsatisfiable	0.186807	unsat	0.0693	0.0693	unsat	0.065032
UF_sledgehammer_TwoSquares_uf.658718.smt2	Unsatisfiable	294.9860	Unsatisfiable	179.843	unsat	0.2387	0.2387	unsat	0.547764
UF_sledgehammer_TwoSquares_uf.660843.smt2	Unsatisfiable	48.4049	Unsatisfiable	2.76035	unsat	0.1437	0.1437	unsat	0.0687109
