afp/sorted_list_operations/2051215	casc_sat	30813	Unsatisfiable	casc	33432	Unsatisfiable	casc_sat	25876	Unsatisfiable	casc	34729	Unsatisfiable	Unsatisfiable	44607	unsat(a32 a3 a0 a1)	34433
afp/sorted_list_operations/2056997	casc_sat	60137763	Timeout	casc	60139155	Timeout	casc_sat	60143232	TimeoutTimeout	casc	60162936	Timeout	Timeout	60624877	timeout	60027687
afp/splay_tree_analysis/1813698	casc_sat	60598125	Timeout	casc	60381688	Timeout	casc_sat	60174151	Timeout	casc	60039500	Timeout	GaveUp	153245	timeout	60042506
afp/tllist/2104663	casc_sat	459465	Satisfiable	casc	60132373	Timeout	casc_sat	463503	Satisfiable	casc	60233333	TimeoutTimeout	GaveUp	207900	timeout	60028201
afp/tllist/2117155	casc_sat	64655030	Timeout	casc	60091732	Timeout	casc_sat	61887612	Timeout	casc	60110156	Timeout	Timeout	61177103	timeout	60045177
afp/tllist/2163672	casc_sat	2783630	Satisfiable	casc	60147287	Timeout	casc_sat	3367340	Satisfiable	casc	60112599	TimeoutTimeout	Timeout	61128660	timeout	60069865
afp/tllist/2174359	casc_sat	60868882	Timeout	casc	60070863	Timeout	casc_sat	60077752	Timeout	casc	60251096	Timeout	Timeout	61114084	timeout	60215269
afp/tllist/2179528	casc_sat	63635115	Timeout	casc	60059408	Timeout	casc_sat	60096726	Timeout	casc	60310077	Timeout	Timeout	61179329	timeout	60310725
afp/tllist/2184506	casc_sat	1520955	Satisfiable	casc	60140070	Timeout	casc_sat	1319069	Satisfiable	casc	60037952	Timeout	Timeout	61159196	timeout	60076981
afp/tllist/2221882	casc_sat	2798716	Satisfiable	casc	60146527	Timeout	casc_sat	2712859	Satisfiable	casc	60137591	Timeout	Timeout	61168421	timeout	60033506
afp/tllist/2225837	casc_sat	2032929	Satisfiable	casc	60217687	Timeout	casc_sat	2466266	Satisfiable	casc	60191407	Timeout	Timeout	60583921	timeout	60080770
afp/tllist/2278428	casc_sat	60149093	Timeout	casc	60127668	Timeout	casc_sat	60208499	Timeout	casc	60095508	Timeout	GaveUp	322554	timeout	60058458
afp/tllist/2289415	casc_sat	60110258	Timeout	casc	60091722	Timeout	casc_sat	60041806	Timeout	casc	60091546	Timeout	Timeout	60603537	timeout	60542409
afp/tllist/2295252	casc_sat	60073543	Timeout	casc	60098149	Timeout	casc_sat	60058737	Timeout	casc	60165873	Timeout	Timeout	60293790	timeout	60400995
afp/tllist/2343285	casc_sat	3262715	Satisfiable	casc	60095562	Timeout	casc_sat	60113064	Timeout	casc	60217981	Timeout	GaveUp	226971	timeout	60041240
afp/tllist/2364650	casc_sat	68584671	Timeout	casc	60138511	Timeout	casc_sat	60137098	Timeout	casc	60078715	Timeout	Timeout	60414922	timeout	60034564
afp/tllist/2514636	casc_sat	63408894	Timeout	casc	600952	Unsatisfiable	casc_sat	64331833	Timeout	casc	4563909	Unsatisfiable	Unsatisfiable	348943	unsat(a112 a49 a37 a14 a15)	74958
afp/tllist/2519722	casc_sat	60117113	Timeout	casc	7431654	Unsatisfiable	casc_sat	66056819	Timeout	casc	435057	Unsatisfiable	Unsatisfiable	455125	unsat(a208 a203 a45 a33 a17 a18)	79822
afp/tllist/2529027	casc_sat	645402	Satisfiable	casc	60131952	Timeout	casc_sat	803193	Satisfiable	casc	60061019	Timeout	Timeout	60767531	timeout	60028836
afp/tllist/2616701	casc_sat	135871	Unsatisfiable	casc	79871	Unsatisfiable	casc_sat	62861	Unsatisfiable	casc	59370	Unsatisfiable	Unsatisfiable	185036	unsat(a177 a52 a27 a25 a26)	96632
afp/tllist/2622792	casc_sat	357062	Unsatisfiable	casc	124059	Unsatisfiable	casc_sat	9471698	Unsatisfiable	casc	163806	Unsatisfiable	Unsatisfiable	243602	unsat(a133 a15 a13 a14)	94893
afp/tllist/2684211	casc_sat	680884	Satisfiable	casc	60117878	Timeout	casc_sat	733955	Satisfiable	casc	60275848	Timeout	Timeout	60309485	timeout	60196860
afp/tllist/2756615	casc_sat	60213486	Timeout	casc	60152226	Timeout	casc_sat	60062557	Timeout	casc	60110655	Timeout	GaveUp	165403	timeout	60055961
afp/tllist/2880925	casc_sat	2663111	Satisfiable	casc	60103780	Timeout	casc_sat	2734470	Satisfiable	casc	60078891	Timeout	Timeout	61165049	timeout	60028049
afp/tllist/2885526	casc_sat	4311673	Satisfiable	casc	60152756	Timeout	casc_sat	4710823	Satisfiable	casc	60085820	Timeout	Timeout	61101826	timeout	60312648
afp/tllist/2896853	casc_sat	2018483	Satisfiable	casc	60032725	Timeout	casc_sat	2681777	Satisfiable	casc	60086579	Timeout	GaveUp	615329	timeout	60043496
afp/tllist/2901329	casc_sat	60105842	Timeout	casc	60154666	TimeoutTimeout	casc_sat	60156455	Timeout	casc	60157312	Timeout	Timeout	60600215	timeout	60115839
afp/tllist/2905965	casc_sat	927491	Satisfiable	casc	60147720	Timeout	casc_sat	1111897	Satisfiable	casc	60164321	Timeout	Timeout	61104435	timeout	60038869
afp/tllist/2922501	casc_sat	60379	Unsatisfiable	casc	62216	Unsatisfiable	casc_sat	59759	Unsatisfiable	casc	58897	Unsatisfiable	Unsatisfiable	257682	unsat(a30 a46)	79597
afp/tllist/2932543	casc_sat	2769246	Satisfiable	casc	60118683	Timeout	casc_sat	5105569	Satisfiable	casc	60127514	Timeout	Timeout	61166688	timeout	60054869
afp/tllist/2943589	casc_sat	8802017	Unsatisfiable	casc	73042	Unsatisfiable	casc_sat	8683671	Unsatisfiable	casc	72096	Unsatisfiable	Unsatisfiable	214251	unsat(a49 a26 a38)	91492
afp/tllist/2949413	casc_sat	10413943	Unsatisfiable	casc	467701	Unsatisfiable	casc_sat	10886993	Unsatisfiable	casc	814992	Unsatisfiable	Unsatisfiable	449146	unsat(a84 a42 a28 a41)	89270
distro/gram_lang/2210204	casc_sat	102372	Unsatisfiable	casc	106365	Unsatisfiable	casc_sat	117668	Unsatisfiable	casc	114182	Unsatisfiable	Unsatisfiable	187219	unsat(a78 a73 a27 a9 a8 a2 a7)	80587
distro/gram_lang/2213722	casc_sat	44081	Unsatisfiable	casc	44315	Unsatisfiable	casc_sat	42282	Unsatisfiable	casc	48159	Unsatisfiable	Unsatisfiable	160594	unsat(a36 a9 a5 a2 a4)	71054
distro/gram_lang/2217843	casc_sat	47686	Unsatisfiable	casc	52336	Unsatisfiable	casc_sat	58923	Unsatisfiable	casc	48819	Unsatisfiable	Unsatisfiable	150090	unsat(a9 a4 a5)	84081
distro/gram_lang/2222575	casc_sat	45577	Unsatisfiable	casc	57989	Unsatisfiable	casc_sat	160605	Unsatisfiable	casc	57227	Unsatisfiable	Unsatisfiable	155509	unsat(a141 a9 a10)	76526
distro/gram_lang/2274486	casc_sat	44325	Unsatisfiable	casc	47472	Unsatisfiable	casc_sat	45482	Unsatisfiable	casc	44994	Unsatisfiable	Unsatisfiable	124647	unsat(a8 a4 a6)	58870
distro/gram_lang/2279122	casc_sat	32232	Unsatisfiable	casc	46327	Unsatisfiable	casc_sat	33417	Unsatisfiable	casc	46063	Unsatisfiable	Unsatisfiable	126922	unsat(a23 a10 a9 a5 a8)	63885
distro/gram_lang/2287838	casc_sat	108984	Unsatisfiable	casc	85090	Unsatisfiable	casc_sat	130895	Unsatisfiable	casc	60368	Unsatisfiable	Unsatisfiable	136027	unsat(a42 a38 a3 a5)	70725
distro/gram_lang/2292392	casc_sat	85201	Unsatisfiable	casc	72473	Unsatisfiable	casc_sat	102791	Unsatisfiable	casc	81687	Unsatisfiable	Unsatisfiable	137386	unsat(a32 a21 a3 a5)	74818
distro/gram_lang/2296953	casc_sat	43940	Unsatisfiable	casc	54859	Unsatisfiable	casc_sat	39906	Unsatisfiable	casc	46896	Unsatisfiable	Unsatisfiable	138529	unsat(a122 a71 a7 a4 a5)	65125
distro/gram_lang/2301760	casc_sat	196822	Unsatisfiable	casc	52258	Unsatisfiable	casc_sat	158597	Unsatisfiable	casc	46830	Unsatisfiable	Unsatisfiable	138468	unsat(a97 a46 a10 a7 a8)	68624
distro/gram_lang/2375472	casc_sat	8663286	Unsatisfiable	casc	64267	Unsatisfiable	casc_sat	8670461	Unsatisfiable	casc	80251	Unsatisfiable	Unsatisfiable	313245	unsat(a167 a110 a15 a6 a8)	84604
distro/gram_lang/2420177	casc_sat	72876	Unsatisfiable	casc	36222	Unsatisfiable	casc_sat	86080	Unsatisfiable	casc	37890	Unsatisfiable	Unsatisfiable	136574	unsat(a10 a13)	75158
distro/gram_lang/2424633	casc_sat	42659	Unsatisfiable	casc	35801	Unsatisfiable	casc_sat	50270	Unsatisfiable	casc	36648	Unsatisfiable	Unsatisfiable	118205	unsat(a11 a18)	71751
